symbol,total_return,sharpe_ratio,max_drawdown,win_rate,total_trades,profit_factor,average_win,average_loss,compounding_annual_return,volatility,start_equity,end_equity,net_profit
AGX,0.46,0.0,0.0,50.0,2,1.5271,1856.1,1215.48,0.0,0.0,100000.0,100463.164,463.1640000000043
APLD,-3.49,0.0,0.0,0.0,4,0.0,0.0,1106.8175,0.0,0.0,100000.0,96513.399,-3486.600999999995
