symbol,total_return,sharpe_ratio,max_drawdown,win_rate,total_trades,profit_factor,average_win,average_loss,compounding_annual_return,volatility,start_equity,end_equity,net_profit
RDTL,-10.53,0.0,0.0,32.14,28,0.4998,1110.4767,1052.4821,0.0,0.0,100000.0,89470.0379,-10529.962100000004
PWP,-0.67,0.0,0.0,40.0,25,1.0829,527.797,324.9413,0.0,0.0,100000.0,99327.0,-673.0
