symbol,total_return,sharpe_ratio,max_drawdown,win_rate,total_trades,profit_factor,average_win,average_loss,compounding_annual_return,volatility,start_equity,end_equity,net_profit
PCOR,-2.23,0.0,0.0,33.33,3,0.0453,116.96,1292.34,0.0,0.0,100000.0,97774.09,-2225.9100000000035
TMDX,0.82,0.0,0.0,100.0,2,10.0,799.465,0.0,0.0,0.0,100000.0,100821.5098,821.5097999999998
